enumerator,village,gender_hh,widow_single_mother,pwd,pwd_involved_planning,age_group,livelihood,livelihood_other,income_band,aware_hfhk,primary_water_source,primary_water_other,water_year_round,pay_for_water,pay_frequency_20l,water_cost_affordable,pwd_ease_use,pwd_barriers,latrine_type,latrine_other,hfhk_latrine_satisfaction,latrine_flood_function,latrine_issue,latrine_safe_heavy_rain,all_members_use_latrine,who_not_use_latrine,handwashing_station,hws_components,hws_has_soap_and_water,hws_has_ash_and_water,hws_has_water,hws_has_nothing,handwash_after_toilet,handwash_before_eating,handwash_before_cooking,handwash_after_waste,handwash_after_cleaning,handwash_other,handwash_other_specify ,hygiene_practices_improved,hygiene_improvement_desc,flood_damage_decreased,flood_decrease_desc,flood_prep_actions,flood_prep_other,canal_desilt_helped,,activities_still_useful,useful_interventions,useful_access_kiosks,useful_latrines_sanitization,useful_training,useful_flood_awareness,useful_committees,useful_other,why_not_useful,most_positive_intervention,remaining_challenges,most_important_change,life_different_if_no_project
Joy Dawince Otieno,Kabong'o,Male ,,No,,36-59 years (Adult),Casual Labour,,"10,001 - 20,000",Yes,Open wells in homesteads,,Yes,No,,,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,No,It's not permanent latrine,No,Yes,,Yes,Soap and water,1,0,0,0,0,0,0,0,1,0,,Yes,No water borne diseases,No,,Store water/food ,,Yes,,Yes,"Improved sanitation facilities Hygiene education / training Flood preparedness awareness Active community committees (e.g., WRUAs / WPCs) Access to clean water points (Kiosks)",1,1,1,1,1,0,,Improved on hygiene skills,More canals are still required,It reduces the high rate of water borne diseases,No
Tom Akumu,Kabong'o,Female,Yes,No,,36-59 years (Adult),Casual Labour,,"0 - 10,000",Yes,HFHK Solar Borehole/Kiosk ,,Yes,Yes,5,Yes,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,Yes,,Yes,Yes,,Yes,Soap and water,1,0,0,0,1,1,1,1,1,0,,Yes,Improved hygiene ,No,,Store water/food ,,Yes,,Yes,Access to clean water points (Kiosks) Improved sanitation facilities Hygiene education / training Flood preparedness awareness,1,1,1,1,0,0,,Hygiene and education ,Lack of hand washing materials ,Improved hygiene ,No
Mollet Atieno,Kokech,Male ,,No,,36-59 years (Adult),Farming,,"0 - 10,000",Yes,Protected public wells ,,Yes,No,,,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,Yes,,Yes,Yes,,Yes,Soap and water,1,0,0,0,1,1,1,1,1,0,,Yes,"Through hygiene education,we get to understand different measures to prevent fecal oral route diseases",Yes,Reduced soil erosion,Store water/food ,,Yes,,Yes,"Access to clean water points (Kiosks) Improved sanitation facilities Hygiene education / training Flood preparedness awareness Active community committees (e.g., WRUAs / WPCs)",1,1,1,1,1,0,,Hygiene education,Can't access due to long distance,Clean water that has reduced stomach case,No
Wycliffe Osalo,Kagola West,Male ,,No,,36-59 years (Adult),Casual Labour,,"10,001 - 20,000",Yes,Protected public wells ,,Yes,No,,,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,No,Rain water when overflow gets into the pit weakening the structure of the latrine ,No,Yes,,Yes,Soap and water,1,0,0,0,1,1,1,1,1,0,,Yes,"We installed hand washing facility, regular cleaning of the compound ",Yes,Stagnant rain water damage crops ,Store water/food ,,No,,Yes,"Flood preparedness awareness Hygiene education / training Improved sanitation facilities Access to clean water points (Kiosks) Active community committees (e.g., WRUAs / WPCs)",1,1,1,1,1,0,,Hygiene and sanitation training ,"Kiosk distance is the biggest challenge, it's far from where we stay. ",Improved hygiene standards ,No
Elizabeth Anyango,Borda,Male ,,No,,18-35 years (Youth),Trade,,"10,001 - 20,000",Yes,HFHK Solar Borehole/Kiosk ,,Yes,Yes,2,Yes,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,No,It can collapse during the flood ,No,Yes,,Yes,Soap and water,1,0,0,0,1,1,1,1,1,0,,Yes,No cholera ,Yes,Crop damage,Store water/food ,,Yes,,Yes,Access to clean water points (Kiosks) Improved sanitation facilities Flood preparedness awareness,1,1,0,1,0,0,,Water,Flood ,Reduce diseases ,No
Janet Wesonga,Kabong'o,Female,No,No,,18-35 years (Youth),Farming,,"0 - 10,000",Yes,HFHK Solar Borehole/Kiosk ,,Yes,Yes,5,Yes,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,No,Overflow.,No,Yes,,Yes,Soap and water,1,0,0,0,1,1,1,1,1,0,,Yes,Good health.,Yes,Decilting canals reduced the flood.,Store water/food ,,Yes,,Yes,"Access to clean water points (Kiosks) Improved sanitation facilities Hygiene education / training Flood preparedness awareness Active community committees (e.g., WRUAs / WPCs)",1,1,1,1,1,0,,Hygiene improvement.,Not enough.,Access to clean water.,No
Mollet Atieno,Kokech,Male ,,Yes,Yes,36-59 years (Adult),Farming,,"0 - 10,000",Yes,Protected public wells ,,Yes,No,,,With difficulty ,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,No,Collapses with heavy rains,No,Yes,,Yes,Soap and water,1,0,0,0,1,1,1,1,1,0,,Yes,Clean water access in the community,No,,Store water/food ,,Yes,,Yes,"Access to clean water points (Kiosks) Improved sanitation facilities Hygiene education / training Flood preparedness awareness Active community committees (e.g., WRUAs / WPCs)",1,1,1,1,1,0,,Hygiene education,Can't access due to distance,Reduced diarrhea cases,No
Wycliffe Osalo,Kagola West,Female,No,No,,18-35 years (Youth),Farming,,"0 - 10,000",Yes,Protected public wells ,,Yes,No,,,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,No,"Rain water gets into the pit, raising the level of the waster",No,Yes,,Yes,Soap and water,1,0,0,0,1,1,1,1,1,0,,Yes,"Hand washing has become a routine, meaning less germs infections",Not Sure,,Use early warnings ,,Not sure,,Yes,"Active community committees (e.g., WRUAs / WPCs) Flood preparedness awareness Hygiene education / training Improved sanitation facilities Access to clean water points (Kiosks)",1,1,1,1,1,0,,No serious interventions because we don't benefit from the project directly. We are far away from accessing clean water.,Distance from the kiosk is far from our home,No change because we have not felt the project objectives,No
Mollet Atieno,Kogola East,Female,No,No,,36-59 years (Adult),Farming,,"0 - 10,000",Yes,Protected public wells ,,Yes,No,,,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,Yes,,Yes,Yes,,Yes,Soap and water,1,0,0,0,1,1,1,1,1,0,,Yes,Water access to the community member,Yes,Soil erosion has improved,Store water/food ,,Yes,,Yes,"Access to clean water points (Kiosks) Improved sanitation facilities Hygiene education / training Flood preparedness awareness Active community committees (e.g., WRUAs / WPCs)",1,1,1,1,1,0,,Hygiene education,Can't access due to long distance,Reduced diarheal illneses,No
Wycliffe Osalo,Kagola West,Male ,,No,,60+ years (Elderly),Farming,,"0 - 10,000",Yes,Protected public wells ,,Yes,No,,,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,No,Rain water gets into the pit resulting to the destruction of the structure ,No,Yes,,Yes,Soap and water,1,0,0,0,1,1,1,1,1,0,,Yes,Hand washing facility is in place,Yes,Stagnant rain water destroy crops ,Store water/food ,,Not sure,,Yes,"Active community committees (e.g., WRUAs / WPCs) Flood preparedness awareness Hygiene education / training Improved sanitation facilities Access to clean water points (Kiosks)",1,1,1,1,1,0,,Hygiene and sanitation training done by our CHVs ,The kiosk distance is still a challenge ,"Currently no, because I have not been accessing kiosk water due to distance. ",No
Eveline Adhiambo Otieno ,Kagola West,Male ,,No,,36-59 years (Adult),Farming,,"10,001 - 20,000",Yes,Protected public wells ,,Yes,No,,,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,No,Its not an improved latrine hence sinks during rainy seasons ,No,Yes,,Yes,Soap and water,1,0,0,0,1,1,1,1,0,0,,Yes,Improved hygiene skills ,No,,Store water/food ,,Yes,,Yes,Improved sanitation facilities Hygiene education / training Flood preparedness awareness Access to clean water points (Kiosks),1,1,1,1,0,0,,Improved hygiene skills ,Lack of enough water kioks ,Desilted canals to prevent canals,No
Wycliffe Osalo,Kagola West,Female,No,No,,18-35 years (Youth),Farming,,"10,001 - 20,000",Yes,HFHK Solar Borehole/Kiosk ,,Yes,Yes,2,No,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,No,It sinks during flood season ,No,Yes,,No,,,,,,0,1,1,0,0,0,,Yes,It reduces diseases like waterborne ,Yes,It destroyed crops ,Store water/food ,,Yes,,Yes,Access to clean water points (Kiosks) Hygiene education / training,1,0,1,0,0,0,,Access to water and hygiene improved ,Still more canals to reduce flood ,Access to clean and soft water ,No
Mollet Atieno,Kogola East,Male ,,No,,36-59 years (Adult),Farming,,"10,001 - 20,000",Yes,Protected public wells ,,Yes,No,,,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,Yes,,Yes,Yes,,Yes,Soap and water,1,0,0,0,1,1,1,1,1,0,,Yes,Presence of clean water to the community has improved lifestyle,No,,Store water/food ,,Yes,,Yes,"Access to clean water points (Kiosks) Improved sanitation facilities Hygiene education / training Flood preparedness awareness Active community committees (e.g., WRUAs / WPCs)",1,1,1,1,1,0,,Improved sanitation facilities,Can't access due to distance,Reduced diarrhea,No
Elizabeth Anyango,Kaswa,Male ,,No,,18-35 years (Youth),Farming,,"0 - 10,000",Yes,HFHK Solar Borehole/Kiosk ,,Yes,Yes,2,Yes,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,No,It covered by flood ,No,Yes,,Yes,Soap and water,1,0,0,0,1,1,1,1,1,0,,Yes,Reduce commutable ,No,,Store water/food ,,Yes,,Yes,"Access to clean water points (Kiosks) Improved sanitation facilities Hygiene education / training Flood preparedness awareness Active community committees (e.g., WRUAs / WPCs)",1,1,1,1,1,0,,Access the clean water and improve of hygiene ,Flood still affects the crops , Improve of hygiene and health ,No
Wycliffe Osalo,Kagola West,Female,Yes,No,,36-59 years (Adult),Farming,,"10,001 - 20,000",Yes,HFHK Solar Borehole/Kiosk ,,Yes,Yes,2,Yes,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,No,It sinks during flood season,No,Yes,,Yes,Soap and water,1,0,0,0,1,1,1,0,0,0,,Yes,It reduces diseases like diarrhea,Yes,It destroyed crops,Store water/food ,,Yes,,Yes,Access to clean water points (Kiosks) Improved sanitation facilities Hygiene education / training,1,1,1,0,0,0,,Have clean water and accessable,We still need more canals,Access to clean and soft water,No
Eveline Adhiambo Otieno ,Kagola West,Male ,,No,,36-59 years (Adult),Farming,,"10,001 - 20,000",Yes,Protected public wells ,,Yes,No,,,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,No,Its sinks during floods ,No,Yes,,Yes,Soap and water,1,0,0,0,1,1,1,1,0,0,,Yes,Improved hygiene skills ,No,,Use early warnings ,,No,,Yes,Access to clean water points (Kiosks) Improved sanitation facilities Flood preparedness awareness,1,1,0,1,0,0,,Improved hygiene skills ,"Lack of enough water kioks 
Lack of enough canals ",Improved hygiene skills ,No
Wycliffe Osalo,Kagola West,Female,No,No,,36-59 years (Adult),Farming,,"0 - 10,000",Yes,HFHK Solar Borehole/Kiosk ,,No,Yes,2,Yes,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,No,Water gets into the pit and raises the waste ,No,Yes,,Yes,Soap and water,1,0,0,0,1,1,1,1,1,0,,Yes,Hand washing facility installed. Cleaning of the compound is a routine ,Yes,Excess rain water becomes stagnant which later destroy ,Store water/food ,,Not sure,,Yes,"Access to clean water points (Kiosks) Improved sanitation facilities Hygiene education / training Flood preparedness awareness Active community committees (e.g., WRUAs / WPCs)",1,1,1,1,1,0,,Access to clean water ,Unreliable supply of water due to bad weather ,The source is now close to me as compared to the previous one. Reduced cases of waterborne diseases ,No
Wycliffe Osalo,Kagola West,Male ,,No,,36-59 years (Adult),Farming,,"10,001 - 20,000",Yes,HFHK Solar Borehole/Kiosk ,,Yes,Yes,2,Yes,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,No,It sinks during flood season ,No,Yes,,No,,,,,,0,1,1,0,0,0,,Yes,Because we know how an when to wash our hands to prevent germs ,Yes,It destroyed crops ,Store water/food ,,No,,Yes,Access to clean water points (Kiosks) Hygiene education / training Flood preparedness awareness,1,0,1,1,0,0,,Have water kiosk to get water easily ,We still canals to reduce flood ,Access to clean and soft water ,No
Elizabeth Anyango,Kaswa,Female,Yes,No,,18-35 years (Youth),Farming,,"0 - 10,000",Yes,HFHK Solar Borehole/Kiosk ,,Yes,Yes,1,No,,,Improved Pit Latrine (a latrine with a proper slab and cover to safely separate excreta from human contact),,,Yes,,Yes,Yes,,Yes,Soap and water,1,0,0,0,1,1,1,1,1,0,,Yes,No diseases like cholera ,Yes,It gets inside of the house and damage the crops ,Use Protect latrines ,,No,,Yes,Access to clean water points (Kiosks) Improved sanitation facilities Hygiene education / training Flood preparedness awareness,1,1,1,1,0,0,,Access clean water and has change to the community and hygiene improve because of clean water ,During flood the canal blocks and bring another problem ,Hygiene improve because the water is look like rain water so diseases reduce and no salty.,Yes
Wycliffe Osalo,Kagola West,Male ,,No,,36-59 years (Adult),Farming,,"0 - 10,000",Yes,HFHK Solar Borehole/Kiosk ,,No,Yes,2,Yes,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,No,"Water gets into the pit, weakens the structure of the latrine ",No,Yes,,Yes,Soap and water,1,0,0,0,1,1,1,1,1,0,,Yes,"Cleaning of the compound, installed hand washing facility ",No,,Store water/food ,,Not sure,,Yes,"Access to clean water points (Kiosks) Improved sanitation facilities Hygiene education / training Flood preparedness awareness Active community committees (e.g., WRUAs / WPCs)",1,1,1,1,1,0,,"Access to clean and safe water, this has helped in reducing chances of contracting waterborne diseases ","Unreliable supply because of bad weather, kiosk distance is still a challenge for school going children ",Less cases of waterborne related diseases subsequently less visit to hospital ,No
Andericus Oguma,Kaswa,Male ,,No,,36-59 years (Adult),Farming,,"10,001 - 20,000",Yes,HFHK Solar Borehole/Kiosk ,,Yes,Yes,2,Yes,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,No,It is sinking during flood season,No,Yes,,Yes,Soap and water,1,0,0,0,0,1,1,0,0,0,,Yes,Because training about hygiene reduced diseases,Yes,Crop priduction reduced,Store water/food ,,Yes,,Yes,Improved sanitation facilities Hygiene education / training Access to clean water points (Kiosks),1,1,1,0,0,0,,Have clean and safe water,We still need more canals to reduce flood,Access to clean and safe water,No
Eveline Adhiambo Otieno ,Kagola West,Male ,,No,,18-35 years (Youth),Farming,,"0 - 10,000",Yes,Piped HFHK Water,,Yes,Yes,2,Yes,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,Yes,,Yes,Yes,,Yes,Soap and water,1,0,0,0,1,1,1,1,1,0,,Yes,Access to clean water kioks ,Yes,Due to desilted canals which were dug,Use early warnings ,,Yes,,Yes,Improved sanitation facilities Hygiene education / training Flood preparedness awareness,0,1,1,1,0,0,,Improved hygiene skills ,Lack of enough canals to prevent to floods,Accessing clean water kioks ,No
Wycliffe Osalo,Kagola West,Male ,,No,,18-35 years (Youth),Farming,,"10,001 - 20,000",Yes,HFHK Solar Borehole/Kiosk ,,Yes,Yes,2,Yes,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,No,It sinks during flood season ,No,Yes,,Yes,Soap and water,1,0,0,0,0,1,1,0,0,0,,Yes,Reduce rate of diseases ,Yes,It destroyed crops ,Store water/food ,,Yes,,Yes,Access to clean water points (Kiosks) Hygiene education / training,1,0,1,0,0,0,,Improve hygiene ,We still need pipes closed to our homes,Access to water kiosk for clean and soft water ,No
Wycliffe Osalo,Kagola West,Female,No,No,,36-59 years (Adult),Trade,,"10,001 - 20,000",Yes,HFHK Solar Borehole/Kiosk ,,No,Yes,1,Yes,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,No,"Rain water infiltrate into the pit, causing a health concern, this raises risk of being contaminated with germs that causes diseases ",No,Yes,,Yes,Soap and water,1,0,0,0,1,1,1,1,1,0,,Yes,"I have installed hand washing facility, my compound is also under routine cleaning ",No,,Store water/food ,,Not sure,,Yes,"Access to clean water points (Kiosks) Improved sanitation facilities Hygiene education / training Flood preparedness awareness Active community committees (e.g., WRUAs / WPCs)",1,1,1,1,1,0,,Access to clean water. ,Unreliable supply because of change of weather,"Access to clean and safe water, hygiene and sanitation training done by our CHVs ",No
Andericus Oguma,Kagola West,Male ,,No,,36-59 years (Adult),Farming,,"10,001 - 20,000",Yes,Open wells in homesteads,,No,No,,,,,"Shared Latrine (used by more than one household, e.g., neighbors or extended family)",,,No,It sinks during flood season,No,Yes,,Yes,Soap and water,1,0,0,0,0,1,1,0,0,0,,Yes,It reduces diseases like waterborne,Yes,It destroyed crops,Store water/food ,,Yes,,Yes,Flood preparedness awareness Access to clean water points (Kiosks) Hygiene education / training,1,0,1,1,0,0,,Improve in hygiene,Need more taps to our homes,Have trained hygiene and reduce rate diseases,No
